Heidi Sims,Identity Theft,2023-04-03,Hawaii
Laura Coleman,Grand Theft Auto,2020-02-06,Iowa
Laurie Greer,Homicide,2021-05-19,Indiana
Angela Smith,Robbery,2020-10-15,New York
Erika Jones,Fraud,2021-07-17,Texas
Jennifer Sampson,Robbery,2023-06-29,Connecticut
Ernest George,Identity Theft,2020-09-23,Rhode Island
Shannon Luna,Arson,2020-02-09,Texas
John Jefferson,Assault,2020-09-03,New Mexico
Anthony Jackson,Robbery,2019-06-12,Ohio
William Shannon,Forgery,2020-05-18,Maryland
Jessica Brown,Identity Theft,2019-11-13,Louisiana
Samuel Garcia,Identity Theft,2019-01-12,Washington
Albert Rowe,Homicide,2020-05-07,Virginia
Lawrence Cox,Assault,2018-12-23,Maryland
Chelsea Lam,Drug Possession,2019-03-19,Arkansas
Andrew Durham,Drug Possession,2022-03-25,Nevada
Ernest Brown,Assault,2020-04-06,Wisconsin
Charles Johnson,Forgery,2022-06-27,Kentucky
Diane Klein,Forgery,2019-09-30,South Carolina
Jonathan Miranda,Arson,2022-01-14,Maine
Tammy Chavez,Drug Possession,2019-10-15,Delaware
Maria Carlson MD,Vandalism,2020-05-01,Virginia
Jennifer Martinez,Assault,2019-06-29,Georgia
John Williams,Burglary,2020-10-09,Hawaii
Mr. Shane Casey,Robbery,2020-10-24,Wisconsin
Eric Smith,Forgery,2019-11-14,Georgia
Brian Larson,Arson,2020-05-09,Indiana
David Hines,Burglary,2019-09-06,Louisiana
Melissa Henderson,Vandalism,2020-05-09,Virginia
Gregory Morse,Kidnapping,2020-11-03,Washington
Valerie Dominguez,Arson,2021-06-28,Utah
Stephen Crawford,Identity Theft,2020-12-07,Hawaii
Mary Camacho,Identity Theft,2022-09-01,Arizona
Donald Moore,Embezzlement,2020-08-08,Connecticut
Heather Hicks,Vandalism,2022-12-25,Idaho
Nathaniel Jacobson,Identity Theft,2019-07-16,Illinois
Sara Barnes DVM,Arson,2021-09-20,Wisconsin
Steven Willis,Kidnapping,2021-01-06,Georgia
Anthony Lee,Assault,2023-01-15,Alabama
Stephanie Mann,Drug Possession,2022-08-14,Nevada
David Henderson,Arson,2023-05-17,New Jersey
Lori Munoz,Assault,2022-01-04,Maine
Brian Kidd,Burglary,2021-05-29,Michigan
Haley Tate,Robbery,2019-10-28,South Carolina
Samantha Campbell,Burglary,2022-01-29,South Dakota
John Mills,Grand Theft Auto,2018-08-30,Washington
Donna Rosales,Arson,2022-02-26,Florida
Rose Baker,Forgery,2023-02-28,Massachusetts
Jay Black,Assault,2018-11-22,Delaware
Mark Russell,Homicide,2021-02-15,Nebraska
Mark Evans,Kidnapping,2023-01-02,Tennessee
Cassie Brown,Fraud,2023-06-17,North Carolina
Mark Smith,Embezzlement,2020-12-02,Louisiana
Scott Wilcox,Robbery,2021-06-28,Maine
Kaitlyn Garcia,Drug Possession,2021-05-20,Arkansas
Hailey Benson,Drug Possession,2019-04-16,South Carolina
Rachel Johnson,Kidnapping,2021-11-07,Virginia
David Marshall,Robbery,2019-09-26,Hawaii
Andrew Banks,Forgery,2022-01-05,Maryland
Timothy Andrews,Fraud,2021-04-03,Delaware
Holly Thompson,Burglary,2019-04-18,South Carolina
Michael Brown,Vandalism,2021-05-16,Louisiana
Harold Gutierrez,Assault,2019-10-09,Maine
Mary Savage,Identity Theft,2018-09-12,Wyoming
Matthew Miller,Kidnapping,2021-09-30,Connecticut
Grant Leon,Homicide,2020-07-20,Maine
Patrick Sanders,Forgery,2020-03-20,Colorado
James Parker,Drug Possession,2020-01-30,North Dakota
Samantha Moran,Drug Possession,2022-09-16,Iowa
Kayla Rios,Robbery,2019-02-12,Arizona
Denise Nelson,Arson,2020-08-25,Montana
Amber Cook,Fraud,2021-12-29,North Dakota
Bradley Davis,Burglary,2021-10-25,Missouri
Robert Patterson,Fraud,2023-07-17,Arkansas
Daniel Taylor,Drug Possession,2021-08-23,Alabama
Hannah Ferguson,Forgery,2019-07-18,Louisiana
Sean Williams,Vandalism,2022-02-16,Kentucky
Jesse Reilly,Arson,2023-06-26,Indiana
Adam Hernandez,Fraud,2021-12-21,Delaware
Gerald Anderson,Homicide,2021-08-09,Arkansas
Kristen Young,Robbery,2021-02-17,Maryland
Catherine Giles,Vandalism,2020-05-19,Tennessee
Jasmin Miller,Fraud,2020-02-18,Utah
Claudia Black,Burglary,2023-06-06,Pennsylvania
Michael Meyer,Identity Theft,2020-04-26,Missouri
Renee Gardner,Arson,2021-05-25,Oklahoma
Carolyn Walters,Homicide,2019-05-17,Idaho
Lynn Smith,Embezzlement,2021-03-19,Missouri
Thomas Pineda,Assault,2023-02-28,Oregon
Ethan Herring,Drug Possession,2021-02-15,Pennsylvania
Cody Santos,Grand Theft Auto,2019-01-28,Minnesota
Brandon Williams,Assault,2021-02-13,Wyoming
Jesus Garcia,Embezzlement,2021-04-25,Colorado
Andrea Diaz,Kidnapping,2023-04-06,Montana
Sydney Cole,Robbery,2020-06-17,New Mexico
Maria Black,Kidnapping,2022-09-15,New Mexico
Angelica Kent,Assault,2022-09-27,New York
John Lara,Fraud,2018-09-05,Kansas
Lisa Walker,Arson,2018-09-10,Wyoming
Lisa Robinson,Assault,2022-03-15,Missouri
Sandra Chavez,Kidnapping,2022-07-29,Louisiana
Tiffany Black,Burglary,2020-07-16,Tennessee
Terry Price,Identity Theft,2019-05-23,New Hampshire
Elizabeth Morris,Identity Theft,2019-03-26,Idaho
Lance Chambers,Arson,2018-09-02,Oklahoma
Mr. Edwin Medina,Homicide,2022-06-10,Connecticut
Ebony Allen,Robbery,2019-02-17,New Mexico
Dan Lee,Vandalism,2020-06-16,Connecticut
Brittany Davis,Forgery,2023-03-24,Michigan
Ashley Colon,Kidnapping,2020-10-06,Idaho
Michael Young,Assault,2019-02-11,New Jersey
Victoria Morris,Grand Theft Auto,2019-10-30,Arizona
Jessica Harris,Grand Theft Auto,2021-08-22,Rhode Island
Philip Smith,Identity Theft,2023-04-08,Massachusetts
Danielle Collins,Arson,2019-12-10,California
Janet James,Grand Theft Auto,2019-01-03,Georgia
Jeffrey Allen,Assault,2022-07-21,Alabama
Kathleen Castro,Assault,2022-06-05,Mississippi
Christopher Washington,Robbery,2019-11-09,Vermont
Kayla Woods,Robbery,2022-09-01,Nebraska
Brian Porter,Robbery,2018-11-29,Arkansas
Timothy Myers,Vandalism,2022-05-27,Kentucky
Blake Brown,Burglary,2023-04-23,Washington
Lauren Clay,Burglary,2023-05-01,Minnesota
Ronnie Ward,Vandalism,2022-07-30,South Dakota
Angela Jones,Vandalism,2022-10-12,West Virginia
Albert Garcia,Robbery,2020-12-20,Minnesota
Gina Barnes,Kidnapping,2022-10-02,New Mexico
Aaron Vargas,Vandalism,2019-11-28,Indiana
Donald Perez,Embezzlement,2022-10-25,Georgia
Robert Peterson,Homicide,2019-08-21,Georgia
Rhonda Robertson,Burglary,2018-09-24,West Virginia
Carol Bennett,Forgery,2021-02-01,North Carolina
Ann King,Burglary,2022-03-14,Indiana
Heidi Wise,Homicide,2022-07-22,Alabama
Belinda Caldwell,Grand Theft Auto,2021-12-08,New Mexico
Lawrence Horn,Vandalism,2018-08-29,Hawaii
Daniel Cantrell,Robbery,2022-03-14,Oregon
Christopher Hill,Grand Theft Auto,2021-12-22,Pennsylvania
Derek Ware,Burglary,2020-01-08,Georgia
Patricia Martinez,Grand Theft Auto,2020-11-12,New Hampshire
Tyler Lopez,Forgery,2021-09-16,New Jersey
Alyssa Maxwell,Kidnapping,2020-09-10,Alabama
Charles Rogers,Embezzlement,2022-06-16,Pennsylvania
Paul Foster,Homicide,2019-11-18,West Virginia
Michael Owens,Forgery,2018-10-24,Kansas
Stephanie Li,Fraud,2021-10-19,Kansas
Cynthia Zamora,Embezzlement,2019-08-18,Maryland
Lisa Cain,Embezzlement,2021-05-18,Rhode Island
Samuel Dennis,Grand Theft Auto,2020-11-16,New Mexico
Ashley Fisher,Identity Theft,2019-04-22,New Hampshire
Ann Woodard,Arson,2021-03-09,New Hampshire
Matthew Caldwell,Embezzlement,2022-07-10,Ohio
Max Bradley,Identity Theft,2022-04-14,Oklahoma
Heather Anderson,Assault,2021-07-08,Illinois
Kara Santos,Robbery,2022-01-17,Michigan
Valerie Krause,Kidnapping,2020-12-17,West Virginia
Roberta Pratt,Vandalism,2020-09-03,Nevada
Dr. Maria Rogers,Arson,2019-12-15,Minnesota
Brian Gilbert,Fraud,2022-01-19,Connecticut
William Jenkins,Kidnapping,2021-03-03,South Dakota
Jared Rhodes,Robbery,2018-12-31,Oklahoma
Julie Rose,Homicide,2021-01-24,Tennessee
Cheyenne Burgess,Kidnapping,2021-01-06,Indiana
Albert Boyd,Embezzlement,2020-05-11,Alaska
Alicia Figueroa,Assault,2022-03-02,Rhode Island
Rachael Moore,Kidnapping,2019-09-24,Oregon
Barry Mendez,Robbery,2022-11-23,Pennsylvania
James Wilson,Assault,2020-01-24,Nebraska
Edward Hall,Vandalism,2022-05-07,North Carolina
Glenn Ingram,Vandalism,2022-08-26,Oregon
Alison Duncan,Arson,2023-03-14,Indiana
Andrea Collins,Assault,2021-01-25,Oregon
Alexander Costa,Assault,2022-05-28,Nebraska
Michele Crawford,Assault,2020-02-23,Florida
Roger Jenkins,Assault,2021-10-04,Alabama
Tanya Terry,Identity Theft,2022-10-30,New Mexico
Kevin Martinez,Drug Possession,2019-01-07,South Dakota
Eric Dodson,Drug Possession,2023-06-22,Iowa
Ashley Ford,Arson,2022-12-04,Idaho
Mitchell Dennis,Kidnapping,2020-05-24,Nebraska
Samuel Torres,Grand Theft Auto,2021-08-26,South Carolina
Ms. Sarah Prince,Identity Theft,2023-02-27,Arizona
Mackenzie Thompson,Embezzlement,2020-09-11,North Dakota
Audrey Garrison,Robbery,2019-01-31,Michigan
Stephen Miller,Forgery,2020-04-15,Tennessee
Tara Moss,Homicide,2021-05-07,Connecticut
Jordan Douglas DDS,Arson,2020-11-20,South Dakota
Taylor Schultz,Fraud,2018-09-03,Alabama
David Alvarado,Drug Possession,2022-12-09,Idaho
Crystal Moreno,Robbery,2019-08-15,Connecticut
Rachel Davis,Fraud,2022-06-17,Ohio
Deanna Harris,Embezzlement,2019-03-12,Utah
Patricia Warren,Assault,2020-07-24,Indiana
Juan Thomas,Fraud,2020-09-29,Wyoming
Lynn Silva,Kidnapping,2020-04-03,California
Alexandra Williamson,Assault,2020-12-07,New Jersey
Sydney Smith,Robbery,2019-03-22,Nebraska
Christina Hayes,Fraud,2022-01-09,Utah
Brittany Macias,Kidnapping,2023-05-12,Virginia
Nancy Galvan,Identity Theft,2021-04-19,Colorado
Katherine Schwartz,Drug Possession,2018-12-15,Idaho
Kathryn Anderson,Arson,2021-10-05,New Jersey
Cynthia Pena,Drug Possession,2019-05-03,Louisiana
Robert Gonzalez,Fraud,2020-11-26,Minnesota
Andrew Perez,Assault,2018-12-10,Delaware
Vicki Howard,Embezzlement,2019-02-06,Indiana
Craig Dawson,Identity Theft,2019-04-03,Tennessee
Isaiah Young,Identity Theft,2018-12-17,New Hampshire
Brendan Ward,Robbery,2019-03-31,Massachusetts
Keith Young,Forgery,2022-09-17,New Mexico
Kevin Morgan,Assault,2021-10-21,Oregon
Holly Stewart,Drug Possession,2019-04-12,New Hampshire
Frederick Gutierrez,Grand Theft Auto,2021-07-12,Georgia
James Rasmussen,Kidnapping,2019-10-05,California
Adam Terry,Vandalism,2020-03-06,Massachusetts
Jessica Gomez,Forgery,2020-07-04,Maine
David Green,Forgery,2019-01-30,Minnesota
Megan Howard,Homicide,2019-01-01,Nevada
James Watts,Grand Theft Auto,2021-04-03,Vermont
James Wright,Robbery,2020-02-03,Delaware
Latoya Tran,Forgery,2021-11-29,Rhode Island
Kevin Thomas,Vandalism,2020-01-03,Wyoming
Jodi Barrett,Assault,2021-03-08,Alaska
Martha Robinson,Embezzlement,2020-03-04,Maryland
Tamara Mitchell,Vandalism,2020-09-25,New Hampshire
James Wells,Homicide,2022-12-21,New Mexico
Tamara Lucas,Homicide,2020-03-29,New York
Mason King,Grand Theft Auto,2019-07-10,Florida
William Hurley,Kidnapping,2022-12-12,Ohio
Robert Silva,Robbery,2022-01-23,Oregon
Dylan Bender,Embezzlement,2019-06-08,Rhode Island
Carrie Arnold,Embezzlement,2019-10-05,Pennsylvania
Ralph Myers,Assault,2020-02-06,West Virginia
Mark Mcdaniel,Burglary,2018-12-19,Arizona
Jonathan Foster,Embezzlement,2022-12-15,South Carolina
Gabriel Tucker,Assault,2021-09-23,Mississippi
Lisa Wood,Kidnapping,2019-04-13,Kentucky
Stacie Evans,Fraud,2019-06-13,Tennessee
Henry Graham,Vandalism,2020-08-29,Louisiana
Briana Martinez,Identity Theft,2023-04-13,North Carolina
Jessica Anderson,Forgery,2018-08-27,New Mexico
Cody Caldwell,Kidnapping,2022-07-23,Massachusetts
Diamond Jones,Assault,2020-02-05,Texas
Dale White,Forgery,2020-12-15,Arizona
Karla Mills,Assault,2022-11-16,Alabama
David Hansen,Fraud,2022-01-01,Florida
Sean Smith,Robbery,2022-02-22,Massachusetts
Melinda Wright,Robbery,2019-08-01,Indiana
Antonio Whitehead,Drug Possession,2021-01-31,South Dakota
Tyler Davidson,Assault,2023-02-24,Nevada
Austin Harvey,Arson,2019-08-28,Nevada
Robert Perez,Vandalism,2019-06-29,New York
Brian Smith,Forgery,2022-07-07,North Dakota
Yvette Harris,Drug Possession,2023-07-02,Connecticut
Andrew Williams,Forgery,2022-05-22,Virginia
Tammy Garcia,Embezzlement,2021-02-28,Illinois
Nicole Kramer,Kidnapping,2023-06-03,Alaska
Ann Lynch,Burglary,2023-03-26,North Carolina
Karen White,Embezzlement,2019-01-08,Delaware
Alison Brown,Forgery,2020-02-29,Oregon
Angela Simmons,Embezzlement,2020-02-08,Utah
Aaron Smith,Assault,2020-07-25,Massachusetts
Christine Poole,Fraud,2021-07-11,Minnesota
Steven Cervantes,Fraud,2021-12-24,Oklahoma
Carla Holder,Burglary,2020-04-10,New York
Andrew Gonzalez,Homicide,2022-06-01,Massachusetts
Travis Pena,Vandalism,2019-06-13,North Dakota
Mr. Gregory Pacheco,Identity Theft,2020-12-18,Vermont
Jesse Mclean,Embezzlement,2023-05-30,Maryland
Jessica Thompson,Burglary,2022-07-28,Massachusetts
Leslie Nicholson,Embezzlement,2021-01-14,Texas
Mark Miller,Kidnapping,2023-01-05,Alaska
Lindsay Long,Drug Possession,2023-04-19,Alaska
Sarah Beck,Drug Possession,2021-11-01,South Dakota
Richard Burton,Grand Theft Auto,2020-05-15,Pennsylvania
Renee Davis,Grand Theft Auto,2021-02-13,Missouri
James Rodriguez,Grand Theft Auto,2022-03-17,New Mexico
Kristie Willis,Arson,2023-01-15,Texas
Anthony Johnson,Drug Possession,2021-07-13,Minnesota
Brian Smith,Homicide,2020-10-13,Louisiana
Danny Dunn,Homicide,2022-08-04,California
Lisa Terry,Fraud,2020-07-26,Missouri
Alicia Shaffer,Fraud,2021-11-07,Mississippi
Samuel Gates,Drug Possession,2021-08-20,Hawaii
Pamela Rodriguez,Assault,2022-04-30,Maine
Shannon Diaz,Embezzlement,2022-01-14,Alabama
April Hernandez,Burglary,2023-06-04,Kansas
Elizabeth Peterson,Arson,2022-07-20,Oregon
Kyle Mosley,Embezzlement,2018-09-14,Ohio
Monica Coleman,Forgery,2022-02-06,Massachusetts
Matthew Anderson,Fraud,2019-09-03,Indiana
Joshua Cooper,Drug Possession,2018-10-02,Rhode Island
Michael Cook,Vandalism,2020-02-24,Nevada
Jeffery Fritz,Assault,2020-12-24,Arizona
Katie Green,Arson,2019-08-07,Idaho
Todd Hill,Identity Theft,2019-07-18,Arizona
Chad Anderson,Grand Theft Auto,2023-07-08,Idaho
Daniel Hendrix,Arson,2019-04-27,Wisconsin
Sarah Allen,Embezzlement,2019-05-01,Oregon
Ann Payne,Robbery,2023-07-13,Iowa
Cindy Davis,Embezzlement,2018-09-14,Illinois
Karen Perry,Drug Possession,2021-09-14,Connecticut
Raymond Herring,Embezzlement,2020-12-27,Minnesota
Suzanne Farrell,Drug Possession,2022-09-16,Tennessee
Wendy Nguyen,Homicide,2019-11-22,Kentucky
Michele Rose,Vandalism,2019-02-13,Massachusetts
Brittany Harper,Assault,2019-08-30,Oklahoma
Vincent Terry,Embezzlement,2022-08-25,Washington
Jenny Robinson,Arson,2023-02-10,Georgia
David Patton,Assault,2022-12-10,Alabama
Kevin Gill,Assault,2021-04-10,Louisiana
Anthony Hernandez,Drug Possession,2021-07-16,Massachusetts
Mrs. Dana Blanchard,Robbery,2021-06-18,Georgia
Kelsey Richardson,Arson,2021-03-30,Maine
Christine Yu,Assault,2023-03-19,Nebraska
Michelle Silva,Assault,2020-07-08,Mississippi
Ms. Desiree Meza,Embezzlement,2022-01-02,Kentucky
Daniel Acosta,Drug Possession,2020-03-10,Arizona
Michael Davis,Vandalism,2022-12-16,Iowa
Dustin Hunter,Burglary,2019-12-05,Georgia
Robert Scott,Forgery,2020-04-14,Delaware
Kent Cook,Arson,2022-01-09,Kansas
Linda Cooper,Arson,2020-05-26,Nebraska
Beth Rogers,Robbery,2021-03-08,North Carolina
Sara Scott,Homicide,2019-01-31,South Carolina
Emily Tran,Homicide,2019-11-08,Nevada
Christopher Wagner,Forgery,2023-01-09,Utah
Bradley Mcconnell,Embezzlement,2019-07-10,Maine
Mackenzie Williams,Vandalism,2019-03-20,Arizona
Michelle Torres,Arson,2023-02-07,North Dakota
Mr. David Miller,Assault,2020-07-24,Florida
Paula Thomas,Identity Theft,2023-03-26,Iowa
Tina Anderson,Homicide,2020-04-02,Maryland
Chelsea Meza,Grand Theft Auto,2021-08-29,Utah
Ian Huff,Identity Theft,2022-10-29,Kentucky
Brandi Fischer,Arson,2023-03-07,Mississippi
Dustin Gilmore,Drug Possession,2022-07-18,Arizona
Randy Mcmillan,Drug Possession,2022-08-02,Minnesota
Jessica Moore,Homicide,2018-10-25,Kansas
Nicholas Flynn,Vandalism,2023-07-01,Nevada
Cody Holloway,Robbery,2020-05-18,South Carolina
Brendan Jones,Robbery,2020-09-01,Ohio
Michael Rios,Forgery,2019-01-17,Ohio
Kimberly Garcia,Assault,2019-08-10,Washington
Joanne Williams,Embezzlement,2021-10-20,Delaware
James Stewart,Vandalism,2021-03-05,Utah
Stephen Church,Fraud,2022-03-12,California
Samantha Murray,Arson,2019-02-22,Ohio
Andrew Rodriguez,Homicide,2022-12-08,South Dakota
Theresa Young,Homicide,2023-01-28,Colorado
Marc Whitaker,Fraud,2022-02-20,South Carolina
Ronald Brown,Assault,2020-07-30,North Carolina
Justin Schneider,Arson,2023-05-19,Montana
Marcus Terry,Robbery,2021-12-15,Texas
Diana Gordon,Burglary,2020-05-14,Nebraska
Christine Lynn,Drug Possession,2021-05-28,Indiana
Meagan Torres,Grand Theft Auto,2019-04-12,Virginia
Mr. Anthony Hunt,Identity Theft,2019-03-21,Alabama
Julie Kidd,Grand Theft Auto,2019-10-18,Utah
Thomas Morris,Homicide,2018-10-01,Louisiana
Jake Perez,Drug Possession,2020-08-06,Maryland
Phyllis Turner,Robbery,2022-06-09,Nebraska
Alyssa Chase,Grand Theft Auto,2019-12-04,California
Ashley Erickson,Vandalism,2022-04-14,Delaware
Laura Valencia,Embezzlement,2020-08-07,Alaska
Tina Ferrell,Embezzlement,2019-01-06,Hawaii
David Walters,Forgery,2020-07-26,Pennsylvania
Joshua Mcdaniel,Identity Theft,2019-12-11,Delaware
Melissa Weaver,Robbery,2019-01-20,Michigan
Edward Ramsey,Forgery,2022-04-21,Delaware
Samuel Brandt,Forgery,2021-02-04,Maine
Michael Miller,Drug Possession,2019-01-22,Louisiana
Nicole May DDS,Arson,2021-02-18,Maine
Meagan Huynh,Drug Possession,2020-10-12,Kentucky
Wendy Harris,Homicide,2019-06-28,Illinois
Jessica Cantrell,Homicide,2023-05-10,Iowa
Jason Gonzalez,Robbery,2023-06-07,Iowa
Steven Palmer,Robbery,2023-07-28,Minnesota
Caitlyn Mcgee,Identity Theft,2018-12-30,Texas
Donna Garcia,Embezzlement,2019-05-04,Florida
Joseph Burton,Grand Theft Auto,2020-10-13,Florida
Courtney Schneider,Homicide,2022-12-31,Nebraska
Carla Barnett,Drug Possession,2022-01-31,Missouri
Mark Phillips,Drug Possession,2020-11-04,Maine
Thomas Walker,Drug Possession,2022-10-27,Maine
Andrew Cardenas,Vandalism,2021-05-03,New Hampshire
Janet Perez,Embezzlement,2022-01-21,Maryland
Willie Mitchell,Fraud,2020-06-23,Minnesota
Steven Smith,Fraud,2019-04-20,Hawaii
Rhonda Warner,Drug Possession,2018-10-16,North Dakota
Walter Henry,Homicide,2021-07-02,Pennsylvania
Samantha Henry,Homicide,2022-07-01,Tennessee
Ann Gallegos,Embezzlement,2020-03-22,Oklahoma
Jay Wiley,Arson,2020-09-04,Florida
Jessica Potter,Drug Possession,2021-07-19,Indiana
Daniel Duncan,Kidnapping,2020-05-10,Rhode Island
Lindsay Williams,Grand Theft Auto,2020-10-25,Louisiana
John Spencer,Assault,2023-05-25,Alabama
James Johnson,Identity Theft,2022-08-10,Missouri
Mr. David Burke,Burglary,2020-07-24,New Mexico
Brittany Robinson,Robbery,2020-10-02,Florida
Katherine Green,Homicide,2019-02-01,Utah
Valerie Gay,Drug Possession,2019-06-18,Arkansas
Gregory Moore,Drug Possession,2020-07-27,Idaho
Steven Lane,Grand Theft Auto,2023-06-01,Missouri
David Cooper,Grand Theft Auto,2023-03-13,Iowa
Craig Payne Jr.,Grand Theft Auto,2020-02-10,Washington
Mrs. Hannah Contreras,Grand Theft Auto,2023-03-06,Wisconsin
James Spencer,Homicide,2019-02-04,Colorado
Brooke Escobar,Forgery,2020-03-22,Alabama
Michael Anderson,Homicide,2018-10-17,Maine
Julia Shelton,Kidnapping,2023-05-07,Maryland
James Strong,Embezzlement,2019-01-20,Washington
Kelly Myers,Arson,2020-08-06,Maine
Kathryn Anthony,Homicide,2021-03-31,Ohio
Jennifer Terrell,Assault,2020-04-25,New Mexico
Sarah Torres,Assault,2018-09-06,New Mexico
Peter Silva,Assault,2020-08-27,South Carolina
Travis Rodriguez,Drug Possession,2018-09-11,North Dakota
Tracy Marquez,Identity Theft,2021-10-21,New York
Joshua Scott,Arson,2020-04-17,California
Kevin Vega,Grand Theft Auto,2022-03-07,Pennsylvania
Jerry Santos,Robbery,2021-12-20,Tennessee
Heather Davis,Assault,2021-06-19,West Virginia
Jessica Miranda,Robbery,2019-08-16,Nevada
Jerry Hopkins,Arson,2020-08-12,Florida
Dr. Natalie West,Arson,2020-01-26,Vermont
Gregory Collins,Robbery,2021-07-03,New York
Nicole Hayes,Arson,2018-08-29,Idaho
Larry Mosley,Forgery,2019-06-05,Idaho
Michael Schmidt,Grand Theft Auto,2023-03-06,Pennsylvania
Jennifer Payne,Robbery,2019-11-03,Nevada
Cody Taylor,Arson,2022-04-29,Minnesota
Ronald Hays IV,Embezzlement,2021-03-04,Indiana
Justin Horton,Drug Possession,2018-09-25,Louisiana
Mrs. Angela Johnson MD,Vandalism,2019-12-10,Maine
Richard Mcmillan,Kidnapping,2022-06-12,Nevada
Jason Perez,Assault,2021-08-12,Maine
Rachel Villegas,Fraud,2023-02-16,North Carolina
Brian Taylor,Kidnapping,2022-08-08,Tennessee
Christopher Watson,Robbery,2019-09-13,New Hampshire
Crystal Smith,Identity Theft,2018-12-04,Colorado
Kevin Allen,Grand Theft Auto,2022-09-15,Hawaii
Kayla Henry,Forgery,2023-05-23,Oregon
David Zhang,Kidnapping,2019-04-20,Illinois
Mary Thompson,Assault,2023-06-01,Alaska
Tyrone Harrington,Kidnapping,2022-12-04,Minnesota
Taylor Molina,Homicide,2020-12-21,Nebraska
Michael Chambers,Grand Theft Auto,2022-07-09,Nevada
Doris Davis,Burglary,2021-02-18,Washington
Taylor Anderson,Robbery,2019-11-10,South Dakota
Amy Williams,Vandalism,2023-01-07,North Carolina
Danielle Stanton,Grand Theft Auto,2018-09-06,Massachusetts
Christopher Mcdonald,Robbery,2023-02-09,Missouri
Michael Ward,Homicide,2019-12-13,Rhode Island
Erin Hoffman,Burglary,2021-04-09,Idaho
Holly Green,Arson,2020-11-16,Washington
Ryan Jackson,Arson,2018-11-22,Wisconsin
Christian Tanner,Forgery,2021-11-01,Tennessee
Angela Allen,Vandalism,2021-12-22,South Carolina
Ashley Sheppard,Assault,2022-02-26,Massachusetts
Shelly Gonzales,Kidnapping,2019-02-16,Mississippi
Samantha Crawford DDS,Forgery,2020-03-02,Utah
Randy Holder,Vandalism,2021-09-10,South Carolina
Jennifer Buchanan,Homicide,2018-12-22,Alabama
Melissa Taylor,Arson,2022-03-02,Nevada
Kayla Jones,Grand Theft Auto,2019-12-05,Vermont
Kevin Giles,Homicide,2023-02-08,Oregon
Melissa Thomas,Grand Theft Auto,2018-09-09,Minnesota
Christopher Daniels,Robbery,2021-03-12,California
Veronica Rodriguez,Robbery,2020-10-12,Rhode Island
Troy Ray,Homicide,2019-10-31,New Jersey
Austin Davis,Forgery,2018-09-07,Rhode Island
Jessica Ward,Burglary,2020-09-18,Delaware
Jose Wright,Arson,2023-07-26,West Virginia
Deborah Haynes PhD,Homicide,2021-07-07,Tennessee
Adam Johnson,Fraud,2022-05-01,Kentucky
Bryan Fleming,Arson,2021-01-16,Arkansas
Bryan Owens,Drug Possession,2021-04-26,Vermont
Carol Gomez,Vandalism,2022-10-26,New Hampshire
Susan Medina,Forgery,2019-12-09,Vermont
Heather Vega,Forgery,2021-02-13,Oklahoma
Courtney Cline,Forgery,2023-02-28,Washington
Jacqueline Jackson,Burglary,2022-11-04,Illinois
Carl Hernandez,Embezzlement,2020-07-26,Wisconsin
Daniel Novak,Identity Theft,2018-09-01,Rhode Island
Todd Obrien MD,Vandalism,2020-05-03,Iowa
Brandy Smith,Assault,2021-06-07,Nebraska
Shelley Maynard,Drug Possession,2023-01-12,North Dakota
Thomas Ward,Drug Possession,2019-01-28,Arizona
Darren Oconnell,Drug Possession,2023-01-08,Illinois
Annette Cox,Arson,2023-06-07,Arizona
David Garcia,Kidnapping,2018-11-14,Michigan
Becky Burke,Identity Theft,2023-01-01,Missouri
Sandra Fernandez,Burglary,2019-09-08,California
Sandra Miller,Forgery,2019-04-10,South Dakota
Brittany Baker,Assault,2019-10-06,North Dakota
Angela Cameron,Fraud,2020-12-15,Nevada
Katherine Parrish,Burglary,2018-11-12,Georgia
Mary Kelly,Embezzlement,2021-06-06,Hawaii
Ashley Cole,Vandalism,2022-06-14,Alabama
Kathleen Turner,Kidnapping,2023-01-08,Connecticut
Michael Johns,Grand Theft Auto,2020-03-05,New Mexico
Donald Lowe,Drug Possession,2021-12-09,Connecticut
Vanessa Daniels,Drug Possession,2020-08-05,South Carolina
Sierra Castillo,Drug Possession,2020-12-07,Iowa
Lucas Wright,Fraud,2022-04-02,South Carolina
Tony Elliott,Fraud,2020-06-21,Ohio
Alexandra Norman,Vandalism,2018-07-31,Tennessee
Ann Jones,Robbery,2019-08-13,Idaho
Barbara Byrd,Identity Theft,2019-01-12,New Jersey
Ray Martinez,Forgery,2023-02-03,Arizona
John Jackson,Homicide,2019-10-04,Georgia
Lindsey Wood,Grand Theft Auto,2021-01-31,Vermont
Chloe Silva,Identity Theft,2018-11-26,Iowa
Joshua Miller,Kidnapping,2019-03-03,Delaware
David Gonzales,Kidnapping,2018-10-07,North Carolina
James Reese,Vandalism,2018-09-11,Illinois
Edwin Krueger,Grand Theft Auto,2018-12-16,Texas
Vincent Schmidt,Robbery,2018-12-25,Montana
Leah Henderson,Forgery,2022-05-25,Louisiana
Amanda Oliver,Assault,2022-08-14,New York
Jennifer Hall,Drug Possession,2022-09-04,Missouri
David Martin,Identity Theft,2022-01-05,Missouri
Kenneth Scott,Assault,2022-10-25,Maine
